date,McTavish,Bellevue,Assomption,Trudeau,StHubert
2014-06-03,210,463,330,209,274
2014-06-04,0,0,0,0,0
2014-06-05,1,0,0,0,2
2014-06-06,3,0,14,0,8
2014-06-07,0,0,0,0,0
2014-06-08,0,0,0,0,0
2014-06-09,0,0,0,0,0
2014-06-10,0,4,0,0,0
2014-06-11,14,29,0,15,19
2014-06-12,238,322,270,326,238
2014-06-13,248,218,380,396,222
2014-06-14,90,40,310,85,128
2014-06-15,0,0,10,0,0
2014-06-16,0,0,0,0,0
2014-06-17,108,175,78,150,113
2014-06-18,234,229,240,240,332
2014-06-19,0,0,0,0,0
2014-06-20,0,0,0,0,0
2014-06-21,0,0,0,0,0
2014-06-22,0,0,0,0,0
2014-06-23,0,0,0,0,0
2014-06-24,351,494,782,435,394
2014-06-25,232,324,180,271,288
2014-06-26,0,0,0,0,0
2014-06-27,0,0,0,0,0
2014-06-28,0,0,0,0,0
2014-06-29,0,0,0,0,0
2014-06-30,0,0,0,0,0
2014-07-01,0,0,0,0,0
2014-07-02,0,0,20,0,0
2014-07-03,0,0,20,0,0
2014-07-04,18,7,20,30,15
2014-07-05,12,0,0,0,30
2014-07-06,0,0,0,0,0
2014-07-07,69,52,12,90,86
2014-07-08,40,119,276,62,19
2014-07-09,4,0,136,0,5
2014-07-10,0,0,0,0,0
2014-07-11,0,0,0,0,0
2014-07-12,0,0,0,0,0
2014-07-13,93,117,33,97,129
2014-07-14,0,0,0,0,0
2014-07-15,14,15,40,21,14
2014-07-16,5,0,0,3,9
2014-07-17,0,7,0,0,0
2014-07-18,0,0,0,0,0
2014-07-19,0,0,0,0,0
2014-07-20,0,0,0,0,0
2014-07-21,0,0,0,0,0
2014-07-22,0,0,0,0,0
2014-07-23,73,115,40,113,67
2014-07-24,0,0,0,0,0
2014-07-25,0,0,0,0,0
2014-07-26,4,0,0,0,0
2014-07-27,152,80,80,91,125
2014-07-28,132,116,120,82,169
2014-07-29,2,0,0,0,0
2014-07-30,12,0,20,5,0
2014-07-31,148,150,379,128,119
2014-08-01,0,0,0,0,0
2014-08-02,0,0,0,0,0
2014-08-03,0,0,0,0,0
2014-08-04,6,0,0,0,2
2014-08-05,14,0,270,0,0
2014-08-06,6,0,0,11,5
2014-08-07,10,17,0,53,2
2014-08-08,0,0,10,2,0
2014-08-09,0,0,0,0,0
2014-08-10,0,0,0,0,0
2014-08-11,0,0,0,2,0
2014-08-12,12,5,0,0,0
2014-08-13,630,271,480,440,391
2014-08-14,16,0,10,0,2
2014-08-15,48,10,120,41,4
2014-08-16,182,134,132,118,77
2014-08-17,136,46,70,58,52
2014-08-18,0,0,0,0,0
2014-08-19,0,0,0,2,0
2014-08-20,0,0,0,2,0
2014-08-21,0,12,0,0,0
2014-08-22,0,0,11,0,0
2014-08-23,0,0,20,0,0
2014-08-24,0,0,0,0,0
2014-08-25,0,0,0,0,0
2014-08-26,0,0,0,0,0
2014-08-27,2,3,0,0,2
2014-08-28,0,0,0,0,0
2014-08-29,0,0,0,0,0
2014-08-30,0,0,0,0,0
2014-08-31,108,155,130,98,70
2014-09-01,4,5,0,0,0
2014-09-02,46,56,70,33,6
2014-09-03,6,2,20,0,2
2014-09-04,0,0,0,0,0
2014-09-05,36,114,40,20,23
2014-09-06,132,72,110,36,92
2014-09-07,0,2,0,0,0
2014-09-08,0,0,0,0,0
2014-09-09,0,0,0,0,0
2014-09-10,0,0,0,0,0
2014-09-11,70,60,110,53,46
2014-09-12,0,0,0,0,0
2014-09-13,176,189,140,180,124
2014-09-14,0,0,0,0,0
2014-09-15,0,0,0,0,0
2014-09-16,8,4,0,0,7
2014-09-17,4,7,30,0,0
2014-09-18,12,41,0,15,4
2014-09-19,0,0,0,0,0
2014-09-20,0,0,10,0,0
2014-09-21,20,43,20,51,9
2014-09-22,0,0,0,0,0
2014-09-23,8,7,0,9,2
2014-09-24,0,0,20,0,0
2014-09-25,0,0,0,0,0
2014-09-26,0,0,0,0,0
2014-09-27,0,0,0,0,0
2014-09-28,0,0,0,0,0
2014-09-29,0,0,0,0,0
2014-09-30,0,0,0,0,0
2014-10-01,0,0,0,0,0
2014-10-02,0,0,0,0,0
2014-10-03,0,0,0,0,0
2014-10-04,284,239,190,216,177
2014-10-05,20,19,10,3,9
2014-10-06,0,0,0,0,0
2014-10-07,54,123,90,31,40
2014-10-08,316,187,220,189,273
2014-10-09,8,0,10,3,10
2014-10-10,0,0,0,2,0
2014-10-11,0,0,0,0,0
2014-10-12,0,0,0,0,0
2014-10-13,0,0,0,0,0
2014-10-14,0,0,10,0,0
2014-10-15,38,31,50,41,19
2014-10-16,108,129,120,103,57
2014-10-17,2,0,0,0,0
2014-10-18,20,13,40,16,45
2014-10-19,0,0,0,0,0
2014-10-20,4,0,0,4,2
2014-10-21,34,11,0,22,20
2014-10-22,0,0,0,0,0
2014-10-23,76,50,40,51,68
2014-10-24,6,4,0,9,6
2014-10-25,50,27,60,31,46
2014-10-26,2,6,0,12,0
2014-10-27,0,0,0,0,0
2014-10-28,30,17,30,44,12
2014-10-29,14,11,10,21,12
2014-10-30,0,0,0,0,0
2014-10-31,0,0,0,0,0
2015-05-01,0,0,0,0,0
2015-05-02,0,0,0,2,0
2015-05-03,0,0,0,2,0
2015-05-04,18,12,0,7,7
2015-05-05,2,0,0,2,0
2015-05-06,0,0,10,0,0
2015-05-07,0,0,0,0,0
2015-05-08,0,0,0,0,0
2015-05-09,50,22,80,84,40
2015-05-10,2,0,0,0,0
2015-05-11,208,131,100,189,197
2015-05-12,88,46,60,92,28
2015-05-13,2,0,0,0,0
2015-05-14,0,0,0,2,0
2015-05-15,0,0,0,0,0
2015-05-16,0,0,0,0,2
2015-05-17,0,0,0,4,0
2015-05-18,318,0,290,92,159
2015-05-19,82,0,170,67,70
2015-05-20,0,0,0,0,0
2015-05-21,0,0,0,0,0
2015-05-22,2,0,10,2,4
2015-05-23,0,0,10,2,0
2015-05-24,0,0,0,2,0
2015-05-25,200,206,170,187,160
2015-05-26,98,64,50,54,106
2015-05-27,0,9,0,0,5
2015-05-28,82,79,0,47,28
2015-05-29,0,2,0,2,2
2015-05-30,38,22,230,23,22
2015-05-31,22,40,10,30,14
2015-06-01,24,19,0,18,22
2015-06-02,48,41,22,13,13
2015-06-03,0,2,0,0,0
2015-06-04,0,0,0,0,0
2015-06-05,98,98,40,44,122
2015-06-06,2,0,0,0,0
2015-06-07,0,0,0,0,0
2015-06-08,288,308,290,258,240
2015-06-09,124,48,20,77,199
2015-06-10,42,41,330,30,24
2015-06-11,10,15,320,3,8
2015-06-12,102,131,30,106,84
2015-06-13,14,14,0,14,14
2015-06-14,0,0,0,0,0
2015-06-15,2,0,0,0,5
2015-06-16,406,207,180,242,251
2015-06-17,2,0,0,0,0
2015-06-18,40,57,20,36,20
2015-06-19,14,10,20,9,10
2015-06-20,0,0,0,0,0
2015-06-21,14,165,0,194,10
2015-06-22,28,9,0,181,10
2015-06-23,50,33,90,13,8
2015-06-24,6,0,0,29,2
2015-06-25,2,2,0,2,0
2015-06-26,0,0,40,0,0
2015-06-27,0,0,0,0,0
2015-06-28,164,108,190,113,119
2015-06-29,12,7,0,0,12
2015-06-30,24,36,45,25,14
2015-07-01,246,123,230,95,338
2015-07-02,0,0,0,0,0
2015-07-03,0,0,0,0,0
2015-07-04,0,0,0,0,0
2015-07-05,0,0,0,0,0
2015-07-06,0,0,0,0,0
2015-07-07,68,97,20,2,25
2015-07-08,34,13,20,15,84
2015-07-09,0,0,0,0,0
2015-07-10,0,0,0,0,0
2015-07-11,0,0,0,0,0
2015-07-12,0,0,0,0,0
2015-07-13,6,0,0,0,0
2015-07-14,0,10,30,0,12
2015-07-15,0,0,0,0,2
2015-07-16,0,0,0,4,0
2015-07-17,29,13,0,7,7
2015-07-18,130,71,60,67,54
2015-07-19,160,580,210,412,158
2015-07-20,26,0,30,6,45
2015-07-21,108,175,70,306,57
2015-07-22,0,0,0,2,0
2015-07-23,2,0,20,5,0
2015-07-24,2,37,40,14,0
2015-07-25,0,0,10,0,0
2015-07-26,24,17,70,34,33
2015-07-27,198,258,40,10,283
2015-07-28,27,248,0,10,2
2015-07-29,0,0,0,0,0
2015-07-30,57,32,30,39,60
2015-07-31,0,0,70,0,2
2015-08-01,29,39,0,70,13
2015-08-02,0,0,0,4,2
2015-08-03,0,10,20,2,0
2015-08-04,52,0,0,30,63
2015-08-05,58,4,329,34,73
2015-08-06,0,0,0,0,0
2015-08-07,0,0,0,0,0
2015-08-08,0,0,0,5,0
2015-08-09,0,0,0,2,0
2015-08-10,13,0,0,137,15
2015-08-11,550,368,450,716,407
2015-08-12,26,73,290,45,61
2015-08-13,0,0,0,0,0
2015-08-14,19,50,0,36,25
2015-08-15,19,0,0,6,0
2015-08-16,0,0,0,0,0
2015-08-17,0,0,0,0,0
2015-08-18,197,0,0,46,0
2015-08-19,197,1,0,46,2
2015-08-20,0,0,0,0,0
2015-08-21,106,99,100,142,81
2015-08-22,0,0,0,0,0
2015-08-23,0,0,0,0,0
2015-08-24,0,0,0,0,37
2015-08-25,0,3,0,11,39
2015-08-26,0,0,0,0,0
2015-08-27,2,0,0,0,178
2015-08-28,0,0,0,0,0
2015-08-29,0,0,0,3,0
2015-08-30,0,0,0,0,0
2015-08-31,0,0,0,0,0
2015-09-01,0,0,0,0,0
2015-09-02,0,0,0,0,0
2015-09-03,0,0,0,2,0
2015-09-04,0,0,0,0,0
2015-09-05,0,0,0,3,0
2015-09-06,0,0,0,0,0
2015-09-07,159,142,240,155,174
2015-09-08,0,0,10,0,2
2015-09-09,3,0,0,0,17
2015-09-10,0,0,0,9,0
2015-09-11,0,0,0,3,0
2015-09-12,86,101,70,64,73
2015-09-13,258,281,430,359,237
2015-09-14,107,13,380,56,163
2015-09-15,0,0,0,0,0
2015-09-16,0,0,0,0,0
2015-09-17,0,0,0,0,0
2015-09-18,0,0,0,7,0
2015-09-19,78,68,130,101,33
2015-09-20,0,0,10,2,0
2015-09-21,0,0,0,0,0
2015-09-22,0,0,0,0,0
2015-09-23,0,0,0,0,0
2015-09-24,0,0,0,0,0
2015-09-25,0,0,0,0,0
2015-09-26,0,0,0,0,0
2015-09-27,0,0,0,0,0
2015-09-28,6,0,60,6,4
2015-09-29,301,287,430,289,283
2015-09-30,81,44,12,57,85
2015-10-01,0,0,0,0,0
2015-10-02,0,0,0,0,0
2015-10-03,0,0,0,0,0
2015-10-04,0,0,0,0,0
2015-10-05,0,0,0,2,0
2015-10-06,0,0,0,0,0
2015-10-07,0,0,0,0,0
2015-10-08,0,0,0,4,0
2015-10-09,66,64,50,61,67
2015-10-10,0,0,0,3,0
2015-10-11,0,0,0,0,0
2015-10-12,0,0,0,0,0
2015-10-13,48,11,20,21,24
2015-10-14,2,0,0,0,0
2015-10-15,107,132,60,125,87
2015-10-16,10,36,0,20,7
2015-10-17,129,156,150,135,84
2015-10-18,0,5,0,2,0
2015-10-19,0,7,0,2,0
2015-10-20,0,0,0,0,0
2015-10-21,0,0,0,0,0
2015-10-22,29,29,36,30,29
2015-10-23,0,0,0,0,0
2015-10-24,13,4,0,0,8
2015-10-25,217,156,167,158,186
2015-10-26,2,0,10,0,0
2015-10-27,0,0,0,4,0
2015-10-28,294,267,330,277,277
2015-10-29,156,73,162,103,121
2015-10-30,5,2,0,0,0
2015-10-31,0,2,0,6,0
2016-05-01,51,76,70,83,45
2016-05-02,31,9,40,43,27
2016-05-03,0,0,10,0,0
2016-05-04,0,0,0,0,0
2016-05-05,0,0,0,0,0
2016-05-06,0,0,0,0,0
2016-05-07,0,0,0,7,0
2016-05-08,82,77,129,90,119
2016-05-09,0,0,0,0,0
2016-05-10,0,0,0,0,0
2016-05-11,0,0,0,0,0
2016-05-12,0,0,0,0,0
2016-05-13,33,37,40,39,43
2016-05-14,26,21,50,51,16
2016-05-15,12,3,10,2,12
2016-05-16,11,0,0,2,12
2016-05-17,0,0,0,0,0
2016-05-18,0,0,0,0,0
2016-05-19,0,0,101,0,8
2016-05-20,0,0,0,0,0
2016-05-21,0,0,0,0,0
2016-05-22,0,0,0,0,0
2016-05-23,0,0,0,0,0
2016-05-24,0,0,0,0,0
2016-05-25,0,0,0,0,0
2016-05-26,0,0,0,0,0
2016-05-27,6,56,0,10,0
2016-05-28,0,0,0,0,0
2016-05-29,4,0,0,0,14
2016-05-30,21,0,0,0,101
2016-05-31,0,0,0,0,0
2016-06-01,0,0,0,0,0
2016-06-02,53,46,110,44,34
2016-06-03,0,0,0,0,0
2016-06-04,0,0,0,0,0
2016-06-05,562,234,360,283,424
2016-06-06,53,47,30,31,73
2016-06-07,0,0,0,2,0
2016-06-08,5,4,0,10,0
2016-06-09,8,2,10,2,0
2016-06-10,0,0,0,0,0
2016-06-11,0,0,0,0,0
2016-06-12,0,0,18,0,0
2016-06-13,0,0,0,45,0
2016-06-14,0,8,0,0,0
2016-06-15,0,0,0,0,0
2016-06-16,0,0,0,0,0
2016-06-17,0,0,0,0,0
2016-06-18,0,0,0,2,0
2016-06-19,0,0,0,0,0
2016-06-20,0,0,61,0,0
2016-06-21,0,0,61,0,0
2016-06-22,56,41,0,69,2
2016-06-23,0,0,0,0,0
2016-06-24,0,0,0,0,15
2016-06-25,0,0,0,0,0
2016-06-26,0,0,0,0,0
2016-06-27,26,29,10,24,7
2016-06-28,210,105,80,78,50
2016-06-29,49,12,110,30,29
2016-06-30,0,0,0,0,0
2016-07-01,15,21,0,38,20
2016-07-02,0,0,10,0,0
2016-07-03,2,0,20,13,0
2016-07-04,0,0,10,0,0
2016-07-05,0,0,0,0,0
2016-07-06,0,0,0,0,0
2016-07-07,0,0,0,0,0
2016-07-08,0,0,0,0,0
2016-07-09,216,140,360,160,190
2016-07-10,11,6,51,8,2
2016-07-11,0,0,0,0,0
2016-07-12,0,0,0,0,0
2016-07-13,0,0,0,0,0
2016-07-14,83,106,140,56,175
2016-07-15,5,65,0,8,0
2016-07-16,113,0,20,7,70
2016-07-17,0,0,0,0,0
2016-07-18,167,54,140,160,258
2016-07-19,0,0,0,2,0
2016-07-20,0,0,0,0,0
2016-07-21,0,0,0,0,0
2016-07-22,46,48,0,30,71
2016-07-23,183,167,70,173,164
2016-07-24,0,0,0,0,0
2016-07-25,41,7,100,49,35
2016-07-26,0,0,0,0,18
2016-07-27,0,0,0,0,0
2016-07-28,0,0,0,0,0
2016-07-29,0,0,0,0,0
2016-07-30,0,0,0,2,0
2016-07-31,0,0,0,2,0
2016-08-01,0,0,0,0,0
2016-08-02,0,0,0,0,0
2016-08-03,0,0,0,0,0
2016-08-04,23,0,30,0,0
2016-08-05,0,0,0,0,0
2016-08-06,0,0,0,0,0
2016-08-07,0,0,0,0,69
2016-08-08,0,0,0,0,0
2016-08-09,0,0,0,0,0
2016-08-10,0,0,0,0,0
2016-08-11,0,0,0,0,0
2016-08-12,17,96,90,21,19
2016-08-13,262,203,470,262,294
2016-08-14,247,337,480,279,269
2016-08-15,0,0,0,0,0
2016-08-16,768,699,641,700,618
2016-08-17,57,97,50,66,41
2016-08-18,0,0,10,0,0
2016-08-19,0,0,0,0,0
2016-08-20,0,0,0,0,0
2016-08-21,221,226,230,163,143
2016-08-22,0,0,0,0,0
2016-08-23,0,0,0,0,0
2016-08-24,0,0,0,0,0
2016-08-25,8,6,0,6,29
2016-08-26,0,0,0,0,0
2016-08-27,0,0,0,0,0
2016-08-28,0,0,0,0,0
2016-08-29,0,0,0,0,0
2016-08-30,0,0,0,0,2
2016-08-31,0,147,20,74,0
2016-09-01,0,0,0,0,0
2016-09-02,0,0,0,0,0
2016-09-03,0,0,0,0,0
2016-09-04,0,0,0,0,0
2016-09-05,0,0,0,0,0
2016-09-06,0,0,0,0,0
2016-09-07,0,0,0,2,0
2016-09-08,77,117,130,110,57
2016-09-09,0,0,0,0,0
2016-09-10,0,3,0,0,0
2016-09-11,60,38,30,54,76
2016-09-12,0,0,0,0,0
2016-09-13,0,0,0,0,0
2016-09-14,0,10,0,0,2
2016-09-15,0,0,0,0,0
2016-09-16,0,0,0,0,0
2016-09-17,0,19,20,6,0
2016-09-18,20,19,60,17,24
2016-09-19,0,0,0,0,0
2016-09-20,0,0,0,0,0
2016-09-21,0,0,0,0,0
2016-09-22,11,5,0,5,14
2016-09-23,27,34,10,28,33
2016-09-24,0,0,0,0,0
2016-09-25,0,0,0,0,0
2016-09-26,0,0,0,0,0
2016-09-27,26,8,30,28,17
2016-09-28,0,0,0,0,0
2016-09-29,0,0,0,0,0
2016-09-30,0,0,0,0,0
2016-10-01,0,0,0,0,0
2016-10-02,8,0,30,7,0
2016-10-03,0,0,10,0,2
2016-10-04,0,0,0,0,0
2016-10-05,0,0,0,0,0
2016-10-06,0,0,0,0,0
2016-10-07,0,0,0,0,0
2016-10-08,199,131,220,164,131
2016-10-09,0,0,0,0,0
2016-10-10,0,0,0,0,0
2016-10-11,0,0,0,0,0
2016-10-12,0,0,0,0,0
2016-10-13,76,39,80,63,78
2016-10-14,0,0,0,2,0
2016-10-15,0,0,0,0,0
2016-10-16,126,99,100,120,96
2016-10-17,3,0,10,0,2
2016-10-18,41,69,70,50,62
2016-10-19,0,0,0,0,2
2016-10-20,206,153,160,195,173
2016-10-21,587,424,460,451,526
2016-10-22,279,219,300,275,299
2016-10-23,189,66,190,87,176
2016-10-24,0,0,0,0,0
2016-10-25,0,0,0,0,0
2016-10-26,0,0,0,0,0
2016-10-27,118,125,60,125,114
2016-10-28,128,183,100,94,137
2016-10-29,87,65,80,65,63
2016-10-30,0,0,0,0,0
2016-10-31,0,0,0,0,0
2017-05-01,459,476,530,456,421
2017-05-02,13,11,30,11,7
2017-05-03,0,0,0,0,0
2017-05-04,0,0,0,0,0
2017-05-05,170,277,150,194,125
2017-05-06,87,147,80,124,51
2017-05-07,73,97,110,73,86
2017-05-08,2,4,0,2,0
2017-05-09,4,2,0,0,0
2017-05-10,0,0,0,0,0
2017-05-11,0,0,0,0,0
2017-05-12,0,0,0,0,0
2017-05-13,0,38,0,9,15
2017-05-14,28,51,70,42,50
2017-05-15,6,5,20,5,22
2017-05-16,0,0,0,0,0
2017-05-17,0,0,0,0,0
2017-05-18,7,3,10,2,0
2017-05-19,4,0,10,2,2
2017-05-20,0,2,0,0,0
2017-05-21,0,5,0,0,2
2017-05-22,83,110,30,83,58
2017-05-23,0,0,10,0,0
2017-05-24,0,0,0,0,0
2017-05-25,124,96,170,86,118
2017-05-26,48,43,140,37,17
2017-05-27,0,0,0,0,0
2017-05-28,0,0,0,0,0
2017-05-29,109,58,60,64,78
2017-05-30,62,84,100,83,33
2017-05-31,45,13,210,31,50
2017-06-01,0,0,0,0,0
2017-06-02,14,14,0,45,17
2017-06-03,11,14,0,3,15
2017-06-04,0,0,0,0,0
2017-06-05,434,323,230,368,253
2017-06-06,274,220,130,194,143
2017-06-07,0,0,0,0,0
2017-06-08,0,0,0,2,0
2017-06-09,0,0,0,4,0
2017-06-10,0,0,0,2,0
2017-06-11,0,0,10,0,0
2017-06-12,0,0,0,22,53
2017-06-13,0,0,0,0,0
2017-06-14,0,0,0,0,0
2017-06-15,0,0,0,0,0
2017-06-16,292,172,210,230,253
2017-06-17,0,0,0,0,0
2017-06-18,0,0,80,0,5
2017-06-19,2,9,0,5,19
2017-06-20,174,96,80,159,117
2017-06-21,0,0,30,0,0
2017-06-22,0,0,0,0,0
2017-06-23,136,110,60,114,124
2017-06-24,0,0,34,0,0
2017-06-25,0,0,140,0,10
2017-06-26,55,8,0,15,38
2017-06-27,27,0,20,14,131
2017-06-28,2,35,10,0,0
2017-06-29,27,61,10,32,19
2017-06-30,66,41,36,57,90
2017-07-01,31,71,15,52,29
2017-07-02,12,47,7,27,15
2017-07-03,0,0,0,0,0
2017-07-04,0,0,0,0,0
2017-07-05,0,0,0,0,0
2017-07-06,0,0,0,0,0
2017-07-07,74,70,350,100,85
2017-07-08,327,173,280,207,194
2017-07-09,0,0,0,2,0
2017-07-10,24,16,0,23,17
2017-07-11,0,0,10,0,0
2017-07-12,0,0,0,0,8
2017-07-13,6,14,50,8,20
2017-07-14,56,75,0,77,57
2017-07-15,8,38,20,28,4
2017-07-16,0,16,0,7,0
2017-07-17,13,18,0,37,33
2017-07-18,0,0,0,0,0
2017-07-19,13,0,0,75,46
2017-07-20,0,268,0,88,4
2017-07-21,61,0,0,0,8
2017-07-22,0,0,0,0,0
2017-07-23,0,0,0,0,0
